,species,no rank,genus,subfamily,family,order,superkingdom,class,phylum
Gordonia phage Vivi2,Gordonia virus Vivi2,all,Vividuovirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Yvonnetastic,Gordonia virus Yvonnetastic,all,Yvonnevirus,,Siphoviridae,Caudovirales,Vira,,
Salmonella phage BP12C,Salmonella phage BP12C,all,Chilikevirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Schnabeltier,Gordonia phage Schnabeltier,all,Bowservirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage SoilAssassin,Gordonia phage SoilAssassin,all,Attisvirus,,Siphoviridae,Caudovirales,Vira,,
Salmonella phage BP63,Salmonella phage BP63,all,,,Myoviridae,Caudovirales,Vira,,
Gordonia phage UmaThurman,Gordonia phage UmaThurman,all,,,Siphoviridae,Caudovirales,Vira,,
Klebsiella phage KpV71,Klebsiella virus KpV71,all,Drulisvirus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Cyanophage S-RIM50,Cyanophage S-RIM50,all,,,Myoviridae,Caudovirales,Vira,,
Gordonia phage Obliviate,Gordonia phage Obliviate,all,,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Emalyn,Gordonia virus Emalyn,all,Emalynvirus,,Siphoviridae,Caudovirales,Vira,,
Arthrobacter phage KellEzio,Arthrobacter virus Kellezzio,all,Kelleziovirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Hotorobo,Gordonia virus Hotorobo,all,Woesvirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Panchino,Mycobacterium virus Panchino,all,Redivirus,Nclasvirinae,Siphoviridae,Caudovirales,Vira,,
Acinetobacter phage vB_AbaM_phiAbaA1,Acinetobacter baumannii bacteriophage phiAbaA1,all,,,Myoviridae,Caudovirales,Vira,,
Salmonella phage BP12B,Salmonella phage BP12B,all,SP6-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Gordonia phage Lucky10,Gordonia phage Lucky10,all,,,Siphoviridae,Caudovirales,Vira,,
Enterococcus phage Ec-ZZ2,Enterococcus virus EcZZ2,all,Efquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Salmonella phage BP12A,Salmonella phage BP12A,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Arthrobacter phage Kitkat,Arthrobacter virus Kitkat,all,Kelleziovirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage CNPx,Staphylococcus phage CNPx,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Cyanophage S-RIM32,Cyanophage S-RIM32,all,,,Myoviridae,Caudovirales,Vira,,
Shewanella phage Spp001,Shewanella phage Spp001,all,,,Myoviridae,Caudovirales,Vira,,
Klebsiella phage KP27,Klebsiella virus KP27,all,Kp15virus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Klebsiella phage KP15,Klebsiella virus KP15,all,Kp15virus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Bacillus phage Deep Blue,Bacillus virus Deepblue,all,Bc431virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Salmonella phage SJ46,Salmonella virus SJ46,all,P1-like viruses,,Myoviridae,Caudovirales,Vira,,
Salmonella phage vB_SalM_PM10,Salmonella virus PM10,all,Cba120virus,Cvivirinae,Ackermannviridae,Caudovirales,Vira,,
Erwinia phage vB_EamM_Huxley,Erwinia phage vB_EamM_Huxley,all,Machinavirus,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Gardann,Mycobacterium phage Gardann,all,Bronlikevirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Eyre,Gordonia virus Eyre,all,Eyrevirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Aurora,Bacillus phage Aurora,all,Phi29-like viruses,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Erwinia phage vB_EamM_Caitlin,Erwinia phage vB_EamM_Caitlin,all,Machinavirus,,Myoviridae,Caudovirales,Vira,,
Gordonia phage CarolAnn,Gordonia phage CarolAnn,all,,,Siphoviridae,Caudovirales,Vira,,
Acinetobacter phage LZ35,Acinetobacter virus LZ35,all,Ap22virus,,Myoviridae,Caudovirales,Vira,,
Morganella phage vB_MmoP_MP2,Morganella phage vB_MmoP_MP2,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Escherichia phage 64795_ec1,Escherichia phage 64795_ec1,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Gordonia phage Phinally,Gordonia phage Phinally,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage phiMK,Pseudomonas virus phiMK,all,Pakpunavirus,,Myoviridae,Caudovirales,Vira,,
Gordonia phage Jumbo,Gordonia virus Jumbo,all,Gorjumvirus,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PFR2,Propionibacterium phage PFR2,all,Pfr1virus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeP_MAG4,Pseudomonas aeruginosa bacteriophage vB_PaeP_MAG4,all,Lit1virus,,Podoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoM-UFV13,Escherichia phage vB_EcoM-UFV13,all,T4-like viruses,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Sneeze,Mycobacteriophage Sneeze,all,Halolikevirus,,Siphoviridae,Caudovirales,Vira,,
Weissella phage WCP30,Weissella phage WCP30,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Phrodo,Bacillus phage Phrodo,all,B4virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Pectobacterium phage PP90,Pectobacterium virus PP90,all,Phimunavirus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Klebsiella phage PKO111,Klebsiella virus PKO111,all,Jd18virus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Citrobacter phage SH2,Citrobacter phage SH2,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Shigella phage SHSML-52-1,Shigella virus SHSML521,all,Mosigvirus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoM_Alf5,Escherichia virus Alf5,all,FelixO1likevirus,Ounavirinae,Myoviridae,Caudovirales,Vira,,
Escherichia phage Envy,Escherichia phage Envy,all,Dhillonvirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Tonenili,Mycobacteriophage Tonenili,all,I3-like viruses,,Myoviridae,Caudovirales,Vira,,
Streptomyces phage Nanodon,Streptomyces phage Nanodon,all,Likavirus,Arquatrovirinae,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PFR1,Propionibacterium virus PFR1,all,Pfr1virus,,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage M5938,Lactococcus phage M5938,all,c2-like viruses,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Bantam,Gordonia virus Bantam,all,Bantamvirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage CaptainKirk2,Gordonia phage CaptainKirk2,all,,,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage D4410,Lactococcus phage D4410,all,c2-like viruses,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Nemo,Bacillus phage Nemo,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Pectobacterium phage PP16,Pectobacterium phage PP16,all,Phimunavirus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage Makemake,Mycobacterium phage Makemake,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Citrobacter phage SH1,Citrobacter phage SH1,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Lactococcus phage 98201,Lactococcus phage 98201,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage PEV2,Pseudomonas virus Ab09,all,Lit1virus,,Podoviridae,Caudovirales,Vira,,
Gordonia phage Nymphadora,Gordonia virus Nymphadora,all,Nymphadoravirus,Nymbaxtervirinae,Siphoviridae,Caudovirales,Vira,,
Rhodovulum phage vB_RhkS_P1,Rhodovulum phage vB_RhkS_P1,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage NP1,Pseudomonas virus NP1,all,Nipunavirus,,Siphoviridae,Caudovirales,Vira,,
Citrobacter phage vB_CfrM_CfP1,Citrobacter phage vB_CfrM_CfP1,all,,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Bacillus phage PfEFR-5,Bacillus phage PfEFR-5,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage DirtyBetty,Bacillus phage DirtyBetty,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Klebsiella phage PKP126,Klebsiella virus PKP126,all,Kp36virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Twister6,Gordonia virus Twister6,all,Wizardvirus,,Siphoviridae,Caudovirales,Vira,,
Enterobacteria phage vB_EcoS_NBD2,Enterobacteria phage vB_EcoS_NBD2,all,Eclunavirus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Bacillus phage NotTheCreek,Bacillus phage NotTheCreek,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Escherichia phage HY03,Escherichia virus HY03,all,T4-like viruses,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Staphylococcus phage BP39,Staphylococcus phage BP39,all,AHJD-like viruses,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Lactococcus phage M6165,Lactococcus phage M6165,all,c2-like viruses,,Siphoviridae,Caudovirales,Vira,,
Erwinia phage vB_EamM_Phobos,Erwinia phage vB_EamM_Phobos,all,,,Myoviridae,Caudovirales,Vira,,
Salmonella phage NR01,S. Typhimurium Bacteriophage NR01,all,T5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage 50101,Lactococcus phage 50101,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Nigalana,Bacillus phage Nigalana,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Lactobacillus phage PLE2,Lactobacillus phage PLE2,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Stitch,Bacillus phage Stitch,all,Phi29-like viruses,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Escherichia phage UFV-AREG1,Escherichia phage UFV-AREG1,all,T4-like viruses,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Gordonia phage Cucurbita,Gordonia phage Cucurbita,all,Smoothievirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Ghobes,Gordonia virus Ghobes,all,Ghobesvirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage SageFayge,Bacillus phage SageFayge,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Salmonella phage phSE-2,Salmonella phage phSE-2,all,Tlsvirus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Klebsiella phage KpV475,Klebsiella virus KpV475,all,Drulisvirus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Shigella phage SHSML-45,Shigella phage SHSML-45,all,T5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Citrobacter phage SH4,Citrobacter phage SH4,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Lactococcus phage 63301,Lactococcus phage 63301,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Claudi,Bacillus phage Claudi,all,Phi29-like viruses,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage Andromeda,Pseudomonas virus Andromeda,all,Bifseptvirus,,Podoviridae,Caudovirales,Vira,,
Lactococcus phage 28201,Lactococcus phage 28201,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Kida,Bacillus phage Kida,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Shigella phage SHFML-26,Shigella phage SHFML-26,all,T4-like viruses,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Erwinia phage vB_EamM_Kwan,Erwinia phage vB_EamM_Kwan,all,,,Myoviridae,Caudovirales,Vira,,
Lactococcus phage D4412,Lactococcus phage D4412,all,c2-like viruses,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage SLPW,Staphylococcus aureus phage SLPW,all,AHJD-like viruses,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Erwinia phage vB_EamM_EarlPhillipIV,Erwinia phage vB_EamM_EarlPhillipIV,all,,,Myoviridae,Caudovirales,Vira,,
Gordonia phage Nyceirae,Gordonia virus Nyceirae,all,Nyceiraevirus,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage Gluttony,Escherichia phage Gluttony,all,Dhillonvirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage MD8,Pseudomonas phage MD8,all,,,Siphoviridae,Caudovirales,Vira,,
Enterococcus phage SANTOR1,Enterococcus virus SANTOR1,all,Efquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Gengar,Mycobacterium phage Gengar,all,Timquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Enterobacteria phage UAB_Phi20,Enterobacteria phage Phi20,all,P22-like viruses,,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage Gompeii16,Mycobacterium phage Gompeii16,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Shigella phage SHBML-50-1,Shigella virus SHBML501,all,T4-like viruses,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Salmonella phage vB_SnwM_CGG4-1,Salmonella phage vB_SnwM_CGG4-1,all,Gelderlandvirus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Papez,Mycobacterium phage Papez,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Belinda,Bacillus phage Belinda,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Morganella phage vB_MmoM_MP1,Morganella phage vB_MmoM_MP1,all,,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Lactococcus phage PLgT-1,Lactococcus garvieae phage PLgT-1,all,,,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage M6162,Lactococcus phage M6162,all,c2-like viruses,,Siphoviridae,Caudovirales,Vira,,
Citrobacter phage SH3,Citrobacter phage SH3,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Acinetobacter phage phiAB6,Acinetobacter phage phiAB6,all,Fri1virus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Bacillus phage AR9,Bacillus phage AR9,all,,,Myoviridae,Caudovirales,Vira,,
Bacillus phage DIGNKC,Bacillus phage DIGNKC,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Erwinia phage vB_EamM_ChrisDB,Erwinia phage vB_EamM_ChrisDB,all,Machinavirus,,Myoviridae,Caudovirales,Vira,,
Lactobacillus phage PLE3,Lactobacillus phage PLE3,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Zuko,Bacillus phage Zuko,all,Wphvirus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Erwinia phage vB_EamM_Asesino,Erwinia virus Asesino,all,Eah2virus,,Myoviridae,Caudovirales,Vira,,
Gordonia phage Hedwig,Gordonia virus Hedwig,all,Hedwigvirus,,Siphoviridae,Caudovirales,Vira,,
Streptococcus virus 9872,Streptococcus virus 9872,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeM_MAG1,Pseudomonas virus MAG1,all,Pakpunavirus,,Myoviridae,Caudovirales,Vira,,
Streptococcus virus 9871,Streptococcus virus 9871,all,,,Siphoviridae,Caudovirales,Vira,,
Streptococcus virus 9874,Streptococcus virus 9874,all,,,Siphoviridae,Caudovirales,Vira,,
Shigella phage SHFML-11,Shigella phage SHFML-11,all,T4-like viruses,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Streptococcus phage phiARI0923,Streptococcus phage phiARI0923,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage BalMu-1,Bacillus phage BalMu-1,all,,,Myoviridae,Caudovirales,Vira,,
Gordonia phage Demosthenes,Gordonia virus Demosthenes,all,Demosthenesvirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Blueberry,Gordonia phage Blueberry,all,,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage BritBrat,Gordonia virus Britbrat,all,Britbratvirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Cozz,Gordonia virus Cozz,all,Emalynvirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Bachita,Gordonia virus Bachita,all,Smoothievirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage GRU3,Gordonia phage GRU3,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PsyM_KIL1,Pseudomonas virus KIL4,all,Flaumdravirus,,Myoviridae,Caudovirales,Vira,,
Staphylococcus phage Stau2,Staphylococcus virus Stau2,all,Silviavirus,Twortvirinae,Herelleviridae,Caudovirales,Vira,,
Pseudomonas phage JBD44,Pseudomonas phage JBD44,all,,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Monty,Gordonia virus Monty,all,Woesvirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage YMC11/06/C171_PPU_BP,Pantoea phage YMC11/06/C171,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Gordonia phage Utz,Gordonia phage Utz,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Eldridge,Bacillus phage Eldridge,all,,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Tsukamurella phage TPA4,Tsukamurella paurometabola temperate phage TPA4,all,,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Kvothe,Gordonia virus Kvothe,all,Demosthenesvirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage McGonagall,Gordonia phage McGonagall,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage K5,Pseudomonas phage K5,all,Pakpunavirus,,Myoviridae,Caudovirales,Vira,,
Gordonia phage GMA6,Gordonia virus GMA6,all,Bendigovirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Woes,Gordonia virus Woes,all,Woesvirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage vB_BhaS-171,Bacillus phage vB_BhaS-171,all,,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage ClubL,Gordonia virus ClubL,all,Smoothievirus,,Siphoviridae,Caudovirales,Vira,,
Ralstonia phage RSP15,Ralstonia phage RSP15,all,,,Ackermannviridae,Caudovirales,Vira,,
Pseudomonas phage phi3,Pseudomonas phage phi3,all,Hp1likevirus,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Gordonia phage GMA4,Gordonia phage GMA4,all,,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Gsput1,Gordonia virus Gsput1,all,Gesputvirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage phi2,Pseudomonas phage phi2,all,,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Bowser,Gordonia virus Bowser,all,Bowservirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Splinter,Gordonia virus Vendetta,all,Vendettavirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Shbh1,Bacillus virus Shbh1,all,Shalavirus,,Myoviridae,Caudovirales,Vira,,
Salmonella phage 118970_sal4,Salmonella phage 118970_sal4,all,P22-like viruses,,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage JBD93,Pseudomonas phage JBD93,all,Casadabanvirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage OneUp,Gordonia virus OneUp,all,Smoothievirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Orchid,Gordonia virus Orchid,all,Orchidvirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Wizard,Gordonia virus Wizard,all,Wizardvirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage Vendetta,Gordonia virus Vendetta,all,Vendettavirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage YMC11/07/P54_PAE_BP,Pseudomonas phage YMC11/07/P54,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage JBD69,Pseudomonas phage JBD69,all,Casadabanvirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage GMA5,Gordonia phage GMA5,all,,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage SPG24,Bacillus virus SPG24,all,Nit1virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Gordonia phage GMA1,Gordonia malaquae temperate phage GMA1,all,,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage SUSP2,Escherichia virus SUSP2,all,Suspvirus,Ounavirinae,Myoviridae,Caudovirales,Vira,,
Escherichia phage SUSP1,Escherichia virus SUSP1,all,Suspvirus,Ounavirinae,Myoviridae,Caudovirales,Vira,,
Sulfolobus islandicus rudivirus 3,Sulfolobus islandicus rudivirus 3,all,Rudivirus,,Rudiviridae,Ligamenvirales,Vira,,
Escherichia phage PE3-1,Escherichia phage PE3-1,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Gordonia phage Smoothie,Gordonia virus Smoothie,all,Smoothievirus,,Siphoviridae,Caudovirales,Vira,,
Erwinia phage vB_EamP-L1,Erwinia amylovora Bacteriophage L1,all,Kp32virus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Cyanophage 9515-10a,Cyanophage 9515-10a,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Campylobacter virus CPX,Campylobacter phage CPX,all,Cp8unalikevirus,Eucampyvirinae,Myoviridae,Caudovirales,Vira,,
Streptococcus phage Dp-1,Bacteriophage Dp-1,all,,,Siphoviridae,Caudovirales,Vira,,
Salmonella phage Vi06,Salmonella phage Vi06,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Sulfolobus spindle-shaped virus 5,Sulfolobus spindle-shaped virus 5,all,Alphafusellovirus,,Fuselloviridae,,Vira,,
Acidianus filamentous virus 3,Acidianus filamentous virus 3,all,Betalipothrixvirus,,Lipothrixviridae,Ligamenvirales,Vira,,
Sulfolobus spindle-shaped virus 4,Sulfolobus spindle-shaped virus 4,all,Alphafusellovirus,,Fuselloviridae,,Vira,,
Burkholderia phage BcepB1A,Burkholderia cenocepacia phage BcepB1A,all,,,Myoviridae,Caudovirales,Vira,,
Sulfolobus turreted icosahedral virus 1,Sulfolobus turreted icosahedral virus,all,Alphaturrivirus,,Turriviridae,,Vira,,
Burkholderia virus BcepMu,Burkholderia cenocepacia phage BcepMu,all,Bcepmulikevirus,,Myoviridae,Caudovirales,Vira,,
Enterobacteria phage ST104,Enterobacteria phage ST104,all,P22-like viruses,,Podoviridae,Caudovirales,Vira,,
Streptococcus phage MM1,Streptococcus phage MM1,all,,,Siphoviridae,Caudovirales,Vira,,
Roseobacter phage SIO1,Roseobacter phage SIO1,all,,,Podoviridae,Caudovirales,Vira,,
Staphylococcus phage PVL,Staphylococcus aureus bacteriophage PVL,all,77likevirus,,Siphoviridae,Caudovirales,Vira,,
Streptococcus virus Sfi11,Streptococcus phage phi-Sfi11,all,Brussowvirus,,Siphoviridae,Caudovirales,Vira,,
Escherichia virus HK022,Bacteriophage HK022,all,Hendrixvirus,,Siphoviridae,Caudovirales,Vira,,
Escherichia virus 186,Bacteriophage 186,all,P2-like viruses,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Escherichia virus N15,Bacteriophage N15,all,N15-like viruses,,Siphoviridae,Caudovirales,Vira,,
Sulfolobus spindle-shaped virus 1,SSV1,all,Alphafusellovirus,,Fuselloviridae,,Vira,,
Staphylococcus virus 80,Staphylococcus aureus bacteriophage 80,all,Phietalikevirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage SPP1,Bacillus phage SPP1,all,,,Siphoviridae,Caudovirales,Vira,,
Chimpanzee faeces associated microphage 1,Chimpanzee faeces associated microphage 1,all,,,Microviridae,,Vira,,
Chimpanzee faeces associated microphage 3,Chimpanzee faeces associated microphage 3,all,,,Microviridae,,Vira,,
Lactococcus phage r1t,Bacteriophage r1t,all,,,Siphoviridae,Caudovirales,Vira,,
